"disease","sex","ageClass","burdenType","value"
"Diabetes","F","ageClass5","daly",1508.63172305637
"Diabetes","F","ageClass5","deaths",22.0026855552808
"Diabetes","F","ageClass5","yld",836.783674108534
"Diabetes","F","ageClass5","yll",671.848048947832
"Diabetes","F","ageClass6","daly",1196.27138764092
"Diabetes","F","ageClass6","deaths",30.9150675956199
"Diabetes","F","ageClass6","yld",575.634270428865
"Diabetes","F","ageClass6","yll",620.637117212059
"Diabetes","F","ageClass7","daly",836.41962221408
"Diabetes","F","ageClass7","deaths",37.0825524895708
"Diabetes","F","ageClass7","yld",383.496713849198
"Diabetes","F","ageClass7","yll",452.922908364883
"Diabetes","F","ageClass8","daly",701.964986183532
"Diabetes","F","ageClass8","deaths",76.5993996538793
"Diabetes","F","ageClass8","yld",305.252176562589
"Diabetes","F","ageClass8","yll",396.712809620946
"Diabetes","M","ageClass1","daly",13.657929832732
"Diabetes","M","ageClass1","deaths",0
"Diabetes","M","ageClass1","yld",13.657929832732
"Diabetes","M","ageClass1","yll",0
"Diabetes","M","ageClass2","daly",30.8754400853621
"Diabetes","M","ageClass2","deaths",0
"Diabetes","M","ageClass2","yld",30.8754400853621
"Diabetes","M","ageClass2","yll",0
"Diabetes","M","ageClass3","daly",147.192323903737
"Diabetes","M","ageClass3","deaths",0.920692795700198
"Diabetes","M","ageClass3","yld",96.4297551593485
"Diabetes","M","ageClass3","yll",50.7625687443888
"Diabetes","M","ageClass4","daly",915.266197205922
"Diabetes","M","ageClass4","deaths",9.36616636466204
"Diabetes","M","ageClass4","yld",526.912442028801
"Diabetes","M","ageClass4","yll",388.353755177122
"Diabetes","M","ageClass5","daly",2097.95911025376
"Diabetes","M","ageClass5","deaths",37.706728543706
"Diabetes","M","ageClass5","yld",1075.13195777686
"Diabetes","M","ageClass5","yll",1022.8271524769
"Diabetes","M","ageClass6","daly",1700.7202614203
"Diabetes","M","ageClass6","deaths",52.8380129589633
"Diabetes","M","ageClass6","yld",780.91600410712
"Diabetes","M","ageClass6","yll",919.804257313175
"Diabetes","M","ageClass7","daly",890.56980989634
"Diabetes","M","ageClass7","deaths",46.7994666199472
"Diabetes","M","ageClass7","yld",401.678542734682
"Diabetes","M","ageClass7","yll",488.891267161659
"Diabetes","M","ageClass8","daly",514.135283534317
"Diabetes","M","ageClass8","deaths",59.1244659103673
"Diabetes","M","ageClass8","yld",225.579160172141
"Diabetes","M","ageClass8","yll",288.556123362175
"RTIs","F","ageClass1","daly",27.1164834645577
"RTIs","F","ageClass1","deaths",0.318018793012176
"RTIs","F","ageClass1","yld",1.35674921804282
"RTIs","F","ageClass1","yll",25.7597342465149
"RTIs","F","ageClass2","daly",118.581218357477
"RTIs","F","ageClass2","deaths",1.32515795165232
"RTIs","F","ageClass2","yld",21.5658134926936
"RTIs","F","ageClass2","yll",97.0154048647832
"RTIs","F","ageClass3","daly",698.907484476375
"RTIs","F","ageClass3","deaths",10.3837256838732
"RTIs","F","ageClass3","yld",70.9758470575357
"RTIs","F","ageClass3","yll",627.93163741884
"RTIs","F","ageClass4","daly",519.047622121048
"RTIs","F","ageClass4","deaths",8.52261794766183
"RTIs","F","ageClass4","yld",127.700304520782
"RTIs","F","ageClass4","yll",391.347317600266
"RTIs","F","ageClass5","daly",387.6064717076
"RTIs","F","ageClass5","deaths",8.70106201504286
"RTIs","F","ageClass5","yld",116.680033565766
"RTIs","F","ageClass5","yll",270.926438141834
"RTIs","F","ageClass6","daly",168.877366242145
"RTIs","F","ageClass6","deaths",5.6822086857993
"RTIs","F","ageClass6","yld",49.6132762569355
"RTIs","F","ageClass6","yll",119.264089985209
"RTIs","F","ageClass7","daly",75.9359772003352
"RTIs","F","ageClass7","deaths",2.98151175795544
"RTIs","F","ageClass7","yld",38.8079976522424
"RTIs","F","ageClass7","yll",37.127979548093
"RTIs","F","ageClass8","daly",43.518411114958
"RTIs","F","ageClass8","deaths",3.49014051180745
"RTIs","F","ageClass8","yld",23.8605436962537
"RTIs","F","ageClass8","yll",19.6578674187043
"RTIs","M","ageClass1","daly",59.9451197955845
"RTIs","M","ageClass1","deaths",0.739868284025404
"RTIs","M","ageClass1","yld",2.40704308349679
"RTIs","M","ageClass1","yll",57.5380767120877
"RTIs","M","ageClass2","daly",152.780379344046
"RTIs","M","ageClass2","deaths",1.63303120785288
"RTIs","M","ageClass2","yld",39.7282333050383
"RTIs","M","ageClass2","yll",113.052146039008
"RTIs","M","ageClass3","daly",1355.96299566747
"RTIs","M","ageClass3","deaths",21.8920286977603
"RTIs","M","ageClass3","yld",105.012631157624
"RTIs","M","ageClass3","yll",1250.95036450984
"RTIs","M","ageClass4","daly",1206.46724291634
"RTIs","M","ageClass4","deaths",21.8543881842114
"RTIs","M","ageClass4","yld",265.640844269078
"RTIs","M","ageClass4","yll",940.826398647265
